6f8d66d1,4231b02e,a8e8d373
9b94d492,86b3f965,7b6f7ff0
8f4bd946,6edb4ef3,70cc2407
500ea523,1cc5ceb5,a7a2d5d3
8136e6c,f738a189,814f069d
e6430d62,23875205,cf890072
a5576dd3,f4bb9086,797c60ff
84c1a03d,ef176dc2,1110b3f2
99f792a,c6cfd9ba,670ca088
36940d5a,2085f29c,b6e682c0
e2e91e68,3a8ddaef,2a6356e
efaa4a9,513f2e76,a57345c5
df63efb5,f4747cb0,83ca4261
3c15211,235366d7,2e5e69e4
b02a97c,667a9c44,4716b69b
247e722d,eca6a16b,bf52682d
5b85b737,79bc79bd,78024bb8
558842ce,20dd32da,1fdcf5a
3c230696,6e441cb0,3075e4a7
c739e96e,b5a848be,dd88737f
cb8091d4,a6569167,ad175029
afb694b1,e847c0c2,b04512b4
ad74f3f1,a785d538,bb83b5c0
cdc19208,dff3ab41,3e14343e
8a086e05,21768536,b9764350
dbc51798,94e30175,730d70e4
96656d4b,61129ca1,93694ad2
7982b8e8,34381e63,1bae8fd3
b7649f1a,ed31eb74,b8fa9b6b
65d39bf8,329d89c0,cc101bc8
d7342bcb,c63306ef,b37e7ff8
69d36e54,603bf14d,e6f3514
78923d4,da33fa82,5d88f00a
9a8f803a,ebf8634e,9cc25fe7
e606313d,153147c0,c6102171
12f84c09,c050a7f8,e43b1bcd
cf0d79fd,799f60f8,6765ed77
c55e5a21,62a631f,ffbdb2e4
b5d8eb2,75eba427,627bc8cd
8acb1f05,bded62f1,7f965e65
c7055bd3,80b9cbe1,88816579
2b32a30c,1add6af6,30048437
30961ae6,1a866efb,1ab0bebb
a8868c0a,690f9602,f7a21e24
edc3d5a7,593aef47,a4466ca4
301ddb59,cd9583c0,c887b87e
72625bdf,f128519a,3f723cc9
883a3450,5f20a10c,aa130d2d
54816105,c2c6667d,2b6952fb
3c5202d7,55c2baec,c6d67d88
444c434a,890e40f6,d7fa629
d634caee,6ff68934,667ecbb6
2a1dc532,8633bbe8,4eb5b3
1db548bc,a63d5ec2,a02ab3
7ddac1f,58ebfe3,b4d5829b
a52aed91,cb17dece,536abec2
17f27a47,8c947774,14f11921
2672aa03,448a291,11891f1d
72fb0981,885a80b2,82d5c50d
b8584482,83ab2b98,ee484514
25413fb6,70283d57,e4f3241d
a41b12ec,b563d5f7,7ccaf0ed
df9e72ee,271e134e,701b0edd
fb59e6cf,692081ce,40d01197
c56036cd,3fbf033c,851936d1
93c7f992,6a10fb98,4098fe07
92173356,c27aea35,6c701b13
998c73e6,8ef40866,629e4c57
ad56529d,3660f6e9,10cb7b0e
9169d414,9c757ec8,181b187e
f21c2bf6,d3fd966e,d5ca6020
5029756e,e852e094,7cc2b220
801fac47,e9dd8fe9,9dd5577e
4010699a,b2a426f1,84769ba6
95b4a600,9a604d61,2e520367
186b9e0c,d71eda8d,8925a54e
23d612cc,66afc9ef,27f5bb68
468c2737,a8cbe369,5d06c820
5db08aa1,24d32509,733e48b7
2a9473ab,ba323967,c6a4aec6
96d8ad03,10ff8e1b,530d20f
15752cc4,d0e09536,52ca85cb
74e32410,d76e29d8,c0348c0c
9903ba8e,cd68b720,390e0485
9d787f1c,2afb5c7b,6ae924eb
2cec36fd,bda4a767,6f8ea68b
6d40971a,e8998bc6,f2e0bfc1
82b6603,617d1123,b949ef1c
a0790d74,50ac28fa,3b889ff2
8d2b0bbd,f93af421,7a88392d
73f34a96,67deef18,5e50c2ff
9e56b707,3e77be83,af51f124
2a964956,952e5e02,904484cb
cdb29765,8543e60d,ba34abc0
6e7d6f51,be20111a,295091f6
30683c24,9597497b,232f250e
4bd12898,c8523e3e,b5d342e
b865169,d3e433d7,d24a64c1
16f12672,ec673b34,39d40045
aeb81f2f,316fe7c8,e96fa522
fed37ca7,3ea651ef,4fd1d01d
6412b6f8,4860c63a,a0948714
eacde3b7,66d3507a,10e42157
cd88e18f,c0275d1f,5c092458
6471c731,af1705b9,d16b584
afe63772,29644dac,57d3019
c014c323,66857e66,ea1abe14
952d1153,99a5c87,7734a745
c6ff668f,4a598f7f,20f7aef8
57709a64,37244cb7,7ed5f4b2
968c716,e1b4d60e,fdbc5e7c
5ef083a2,631737aa,69a41b7c
ebf82f86,90067865,e47d2814
ee05a7c3,82fa814d,e28f838b
9fc245a3,2e45e7d3,aaf8d64b
29175820,8aab2ddc,7f836cc7
77336045,9b3ff2c7,c1e76b75
587d086d,be5dc658,a82f29e9
e5470344,e1a16d03,7f5ef8b0
18ce48ff,d6d0a083,c62aae0f
325f0163,acb39606,a928deaa
9dbdd442,b497389a,b6c90b23
6c2b5f7b,14acef74,2f9b66fb
45d0a383,dcb969cf,56104d9e
c9e39748,afd1f3e0,d02d1fd9
e2153696,2b4b0571,5caf21f5
837a5414,83176acf,2d7b0fe1
ef86001f,a3c52ce4,b8bd1ed8
6178c05d,1ce70a41,5e6f8733
9a00538e,9c0a4b1f,2bd71b52
871c69f9,20ab234e,bfb7fd78
16ec42f7,a09e5ecd,1cca2a08
d3c2dce2,4588ffe8,59a10c47
8c213415,dd1b75f3,4040dabd
ee4a214e,af27722e,d1b33831
5c5c465a,1c86ca16,131d787
1ba04945,11380538,bca067ba
7fd95f84,7b6bb3ce,c2170062
287e150c,342cf71c,52cba6d5
a99c5d73,624c8bce,aaa23976
d6754dae,ac6e17b8,7c61597e
11a24a45,ffbba1f3,5221508a
fe268b88,5bae3f8d,28921c20
64ca7e2b,4d273d44,624310db
8084a572,4d8a159e,392646cf
924553fa,a4593ab2,aeafa21d
ebd19e46,9b3d3518,66a2934d
9b9e1343,bf26dfb3,d68d1c01
10111bb4,151b352b,87df90c2
fe93bb12,62734a36,df16f568
e9431c7d,b6d7a661,6fac44b5
b0adf01a,ad761bf9,bb7871ea
55424cc0,535acb1d,7abf4839
60f6b8a7,f26bfd36,52952a2
c0ad464a,7ab5ff43,22ddd369
d4d2b79c,757d8553,1c99fb01
ecf82373,2cadd4ef,efcd021e
3ef532ef,23e286f1,e56e28e0
806ed602,bc0982b8,d8221857
d5565d55,b7f3c5a2,b35b5713
a33016b7,594830c2,b8825cca
fafa294,a2f7c40a,e5816a13
e13b7671,5b030003,9badd340
c5b5dcc6,1ec2b3dd,efe0c9b0
cb36715b,e2eeedf4,1867182b
f1d9a2a7,3ecc2caa,91ed7d71
479c7d79,bfc0ed5d,6be92f8b
441ab97f,e9cfba28,6a9238d6
db0098f,2fac5ca2,74f53697
40325fff,c6de3504,bf88a0bf
4f8c4270,575520f3,5ebc5d35
9e5a4478,4c3b6c44,ff87a5bd
48a16910,2b489db0,2584fa79
39aa46e2,65ea2aab,3d901937
9277628c,b28f9ad2,a6283c2f
e1cb50e4,ecb9192d,bd251303
af846388,1d8aa662,3b57f2b6
70dd99fb,60d76e54,ec9ce17f
cc33291,5263c014,7f28d0b4
388f6cb1,953cc72,ac674b63
4b1d693d,7a57a0b5,95e493ca
fa3f0fbe,e466476e,76f76fb6
42892761,5660480c,d2ef69ab
455dc5bf,7dbb2b88,f082c2a3
3f286893,6f3d75ed,87ab149d
93e37360,8f44aa90,1ac498b0
31241c4a,b1f00ae1,e775f2fb
f6058e8e,7f14663f,4d0de7a
f938338f,579af7d0,df443933
881152ce,18bdcb51,d635db0f
9f8037ad,3ed86157,3118ec2
7c820d68,cfddf74e,ce33c271
4bcc65a5,d165049e,591c7a76
49ff2a55,c04dac8b,1741adfa
a7a412f1,84cf5c22,555749a0
217efe8c,8b226a67,2a201a48
70e0330,748036d3,e96dc00f
b7ca11e2,7f74da31,500eb5d
7b23f5f0,af3f76f2,c0afbd82
909ca98d,b79e9df3,e9110d34
ae5826f3,61e39436,dbcab11e
a1545022,b3a7818a,9de9723d
9dbe4f03,19fb285d,d11834da
900ea3fd,4dec13b6,1a397490
bca5068d,1421b17a,6c4c88f2
1ea34e1a,736945ce,c8d7ab34
6fa651e9,d0e45a1a,3aea8e6f
384dc2fb,3e4f244d,f5c4ee82
2577d285,4d9a200,7b28dc57
b8490c8e,67dfb86,9409ae76
f028dadb,a26da005,19dd415
a17c3c9,91fd4bb2,ddf26d43
23735490,49ae31eb,88f84ca2
d4f3b4c7,7f1b4c0d,d119a254
49c0f864,e546c653,5f1d2ffd
e5255d23,9ce9564b,53c9794b
3dc64eab,2576e49b,f2daa681
1013801f,3e468b09,c061c86b
5c75bbca,6750646f,ae44f0eb
157b9d66,7e844782,5c5263bc
25998dc1,985af87f,60427b95
9b13b0d4,4ab58d9a,6735bd58
c2cb43b7,5a86cc8b,5a33b765
4ca683a1,c99d696f,9a31dd23
65d4d0f5,964ae3a3,1c29ec39
e6a680d5,47ce13ef,eddded37
9ca5001c,13cde01f,440f89a
70601cd8,3c3dcee0,b35aeede
97cc534c,7239158c,692474b6
60da8447,b0f714e2,5d895c2b
49b958f4,3d7f0880,61256a6c
d71c9dd5,6a93385c,7830c488
c006bf0c,df1c73e7,b5ec656c
8f203e1c,f9fe21d5,60b6c990
97d1857c,a171d978,9d5a3f74
488e846,c4b033f2,1054483f
a109fc02,d018f74b,fc8337e2
7de5defe,3960317b,a9bc38d3
5504a2d4,132b0b94,1234481b
c873b0f,24d0d67d,2b7d9edb
7d730d53,dfd8f2ba,76e4dca4
ef69e431,c42602fa,9124b855
62319709,4144768b,74922803
fc74356c,ae8ec87,efcdbd0d
f4581460,1097e349,3c2b66b7
4eaef2f9,cec6907b,884cb78e
a3d63532,ee642994,86af053
c3e2874f,1ef4a355,16776fb
67192a4,acd8ac6d,d9c20b66
b40f8b9d,aeb4442b,885f25c4
b217c249,8ed939a8,5458a43
a3f7f115,fe56926f,4c50f44a
e858a2b9,f010b16,26259319
4aa008c1,dcd1276,6fdf94b4
821fb7ff,9a238d72,cafac233
28a00ee6,74f0624e,c8a684d9
6775693e,daa56b8e,1b3934f5
19765ef4,b9d3426,aadf3682
55caebfa,3fc92cb9,d85d2dbe
e84ef41b,a548d182,97ba135f
1e2b384c,2dd8379f,f5b181ce
6b252bee,9bf863cf,e1e597a7
d5b561,74808d2b,79dd96e6
8fbf8c41,8238995d,664cb8a2
bc5d8984,e29b0ef,2f99b081
8f65fd61,ae953532,20d8f2ab
c47de808,7c084760,b74df427
5d466042,af858b22,52d25c4c
3ecf514d,9742095d,30886526
68c7b8f9,4e8164d9,79d812d2
3ac27dd2,1a9379d0,88fcae74
18cb5c5a,c82cbd80,ce68e40b
ac6c92a3,6346782a,3b53a2a3
b0d50576,a4fd4031,a6caf3f8
5cedf22e,bd302046,2f800b2b
5ecd21ee,46634606,1b6eab7f
3f4e5f2,d8a9dd7f,2a036436
793934aa,377d5d48,d3eb6e84
f89d4e61,851c1bfc,5e8d079c
8011dd55,884f02b0,3226fea3
92416ea1,8ee4ec84,66af6670
ae65441f,57ce08cf,1acf9000
d768dc40,4bc52f0e,e5e3136e
624732fd,eb6ab382,11dd6493
47364ae4,c5c38a3d,7733d9bb
fc260cfd,9163d426,e4de748f
767e5dd9,5447802e,6d1241e4
c07df483,9c5b463d,adae05a2
d38f2fc7,b4c23dfb,81d55eac
10a802fd,723ed512,5b90b1b8
c785c6f3,a25598ac,419f55cc
aaa5a388,d5c65465,303082ee
959f4d8a,8806460,25790afc
b9eff105,3da78c6,61217979
46d0b3a8,739038e2,868e0bfd
d8fa5047,4e295c8e,9a1e4452
490d6a54,fc34104c,18edc7bf
687b0681,a41acb30,4d7c117f
3aa2803e,b9bdcb9,28932f89
1e650fd1,d2c28177,1a58e35f
44502cb3,37aedcda,a3e4d260
6e26b39a,258b8b1f,dd62116e
c87bf596,24bb1a16,a91bc014
8247901d,34529ecb,cc87fa5a
df123d6b,d292b61,8c554483
b83ab12a,9c6db613,a1539feb
e3a2a5e,16770191,bd04a730
307d1bcd,5c8161a8,1869248c
1830a57,35eb2cb8,73e8c66a
a285edf1,751e4bbd,961400ca
8eb740c0,c0e58ace,4f932178
cc9b5574,24fa7cbb,f89c522d
26559458,b7089833,34262ec
31b08c05,a045867e,41e848d0
e5855c88,cac58afe,19fc19b5
c353f6a1,ce6051d0,3804d99e
33e8fb7d,69be7e87,92abebcd
6f895950,75fe5e2e,1c38812c
d73aa369,6f86499e,612bf4a0
4e67bd23,a1ea9d20,d114b359
b1c79f7c,f540fc57,98addd94
6b72eff1,68a6107e,b616abbc
add995ac,b8b1fc3d,a5d02d6d
5ffabc82,b55ba671,a99098c9
22cdb3b6,a4bfcfe,92b1b8c7
9ee617fc,b56c94b1,c04cdfb3
bfaf5fe4,c7de5702,6a86ebd
9f06245c,6357ea75,4a3836ab
44ae4527,23220206,ec9f0d90
38ed4408,c576d580,878e70cd
92e46283,1dbff9df,9074d2ff
d302a7ba,33769380,4c363072
81d00bda,2fc1f9d8,f6e26f96
1e54287,b3ad3db5,b7cc098e
960100c9,5b803eea,fe5a7bf5
c56c58be,76598065,9fd63fd6
983f05e3,a14080c9,e0aa2a38
28e16991,2ad7fe5a,f41c11d
31c461c9,65e88c49,b2b80fb6
98316c85,85e80292,ea20e937
959e141c,33f2499c,8b861da8
c90a8945,305f934b,8c90ed12
3edfe4e1,819e4410,aaf3d4e2
7535a6a9,2d0cab34,8e555b7
17d3193,15f7d6ef,31cefc3b
f6f8cd7e,e66e1a0c,dae95caf
bbf213b,9abb7f80,c68e3853
7fd08e4e,e7581d63,12fe3d93
7b25cb90,314c7c2f,bab2b2ec
7d824281,155d8fc5,ff4ca1fa
e66462aa,c7d9ddec,7362fc8b
d4ed0189,63dd548d,9785e36
e8ffec46,9ef3f6fe,35ae1e2d
85e10457,6cce4447,939691de
bc5b8e66,1da26980,5fcb314a
350872eb,5ee6f9de,d3228604
433adf0,b86807e3,fac028f6
bc29f4c8,e41543d7,b17f3cf
cc86b88a,c5426df6,91b14907
e662167c,a90f11df,fabd451b
dec7b0d8,d86c6fc2,7296cff3
42de80f3,f0db0551,cc0de209
7724fea3,f2907dc0,10373c5f
13c3e52b,2731a3a1,423ba7d1
30c01761,8b37ddc1,fb948b29
3f3c7258,17c1183b,7507bb2c
259eb222,9dc33b32,b9aaf109
7b22cc0f,830fcebc,7a16f346
e29c0425,6c2718bb,630a302e
3675436a,aae6f8da,fbbb83c
cfa20cea,7454b0d0,3e0f7435
1aca6c34,3b5efae5,60732015
36b1901b,f640a7db,29733e0b
fd02f79b,16f66f83,af261495
72916ab5,a1dfafa6,bd125ad9
e4dfef9a,b6e085c9,494e083d
1d0dda2a,d2dffae8,5bdb91a6
fa131959,e76d7dde,e341b307
f6ce3d4e,b49c2fe5,df5c42c4
420fc05,d508ef30,d3a9f1db
4e03967f,38a26b7c,c9877dae
6f36189d,bf9d11a0,a8618d29
93dd5209,d76a553,8f58b911
5f6f0ce1,afa33fd4,5c98523
45bfefef,a6032817,4f50a66a
2af42c6,ae9c5bc2,f58972cb
e09b22b7,12cd2d69,a8722cca
cc88e5fe,1e048482,8d754145
96ecbc25,90fcad,b4b272e3
bb487a59,358d32c4,21e8bc12
daa7eaa3,a81efbd4,fc7346eb
1ca56a91,abc0ce38,a0b5b47d
f287877c,80596dd8,ed762e40
f501d879,7a81c0d6,83facd6a
90bfb1c5,bbd7eef1,f7159525
6e7f2ff9,f7e663f1,c044e375
1e3372d2,13d9608b,10c070ef
adddde11,c0812cf6,d592b911
f167a523,65fe9c9d,a0ff3e0c
d835f4d7,3effb6df,c20d7481
3b396b39,6314ef0f,cb1e57c
d97693e2,535ec760,ecf72218
87e501fd,2dac6603,f399efe9
d5316ce0,c8ff4f7e,28e0b371
6d07a3fa,3d2c6b13,eb99c03f
a7f0d0af,470b7a91,c7776535
f0f55ac0,2877b5c4,78984fa2
a4c27508,b52efb9a,b83eb5d3
4795819a,5b802fa3,593ea47d
ecab8a9,5de8c811,7ebe667b
7ee2e1dc,11eda21c,b6c92a9c
d6bda4a5,19d0a508,e429935a
8add2af5,a51e7b02,b23a23ef
f9b72376,f45886ec,c6256168
71d22a78,3b99825,4a35c0cc
960bf838,5b365a32,37c14a4c
a9cdb67,92c04d19,7918ab53
3e0287bc,1f67940e,46c28066
5ba4aaf6,489f18fc,d09bfcaf
c03d5cd8,7689797f,b50ac2a8
48e02c6b,f160f77f,27466040
6e03b72b,62c83d0d,cc7837ab
47de396a,1b1f2310,981765b0
d566aa4c,3bf152e5,ccc7650b
c588c1a9,94f36974,956d80f
be402479,e4383c72,ca57a36a
d778c4b3,26ad8da6,567cf85e
c3a88db8,d411da12,19f137d7
bbb06652,9c57c02a,98778060
1e2a046f,3ecba8ee,53917ee
ad8112e0,5ceaf2d0,2b8a5b5b
64b3e2be,d31c730f,446a5bf3
a03f5487,b31cfa4d,e30721a
338be3b6,3a93459f,658a79ed
ae266865,8affc11e,e816cd3a
727e007f,f851b53c,acb24f23
6d2c5d49,fa2dbb2b,830c7bf0
8c694a5a,50a922fc,2ba40121
b981b36b,3b331ad,3f756233
a10fa2ad,ac1ca198,19f5bcaa
1c44b251,16d2632e,b1b8caa9
d8e82168,22a28378,f6306bf0
d48fcdb8,fc905a22,52722a06
a769354a,4695f272,e839ba03
426c0ba5,315fae5,e7b8d80
40ad4d21,31c3c05e,d40e78e2
8ae28f35,ff2d919f,626264c7
e8a9a3c8,33c0dac1,daaaab36
cf63948c,35b1076a,2c1674d5
2cfee9a1,34632b50,5f8e4fdb
d872e4eb,54c5646e,6e05e87
94555ab8,41e6c4d9,f5d312f8
99f5e84d,8473d29a,4c353097
413af459,4d448623,1be6edc2
4362b16d,2c5641ec,ace83a19
7b01ead2,2cec03cd,5e866d20
5abe66b4,5846de40,c41a0166
46cc01a6,a1e6e041,8acdca33
b6371e6b,3926a973,e5178f6f
ad6400af,a2640377,97082c45
b62dd13b,db903748,d0019262
a707e194,59693936,385e8c3c
7ee0c963,d6d34956,3c5facdf
688293db,e3e806de,4f6fedc7
77b46d81,70d4d413,2961f4ed
f0ad7d25,71bb6068,a9843a71
f26346e5,48284e5a,dc23c311
89da7a9b,4ef7a39,84eadd92
42776105,f3033155,5c9914fa
613c8a78,ed7bedf0,1cc51edc
91dd8973,687589ba,42814127
4cbe0bb,fcf102a1,20b26ab
ec7ac021,9d93abbe,f5515cf9
59d17dae,f92a20e7,c9a8e45
fe0f2dcf,3a775019,3914b461
139cfc7c,5bfae5a7,f6c820f1
eee98fad,1bc3254d,3e2c4f55
5e98aee8,6559ee81,3e90dbab
b8e3e32e,171a107e,b51e80d1
e98ee9e4,66570f26,a0cadb76
63c1ef91,76ab55d2,22ce0de3
2ba61f1a,f11ef76,bbf56715
95754535,8ac0f3c3,5a2c7bb4
a920201f,2d71a7e2,f3a7fadf
b3b84f2c,5be76bfc,2749f3de
ecba075f,b6a91a60,9b5da54c
766f1959,b9730587,72fb1126
a7d3532a,9347e7e6,8bba91fd
ae4dedc1,308d9f8b,c9b0d517
d735674c,ccbae153,d85a660e
e5bf6e4a,6ab8e8d9,ab055c37
7ec1db5f,298a6909,1dddb18
645705c7,2973d420,f563a0b4
a0d81105,5f0ea1f6,6b021c07
ca30387d,7c5f2599,afd30f45
fb50e994,455d3770,2616a704
c405e615,6dc32cbd,6ad2c5a9
15be630c,eb8fe87a,4a3ad30b
429cfe61,ded148c3,5b1b1b65
ab894b08,af5d59db,540fc485
e8682c6a,3b26b686,1796320c
caedae60,63bc0423,40445a30
c22dbd4c,5d705f00,abc3180e
4cac1773,306ea4d8,a4c272e0
9b79ba63,dd9f690a,87a6510
7518fae5,2fad3fc8,9235684c
289b962b,b4d872d7,3a8700f3
9a90f8e4,cfccfcb5,79c5ce73
56d35f1c,610c41c4,2c898ac0
7843939f,d94beada,f803fdac
53b26b88,78424cae,ea1f02de
eaeaa01c,aa68a048,8dc13764
c975aa49,38c214a5,fd2335ba
125a90a2,a6cf45dc,f77899b9
5d83cce9,cb9e36ef,f0a69fa3
72c2566a,d05d2ae7,1010ace0
971b7cc0,1c8facc3,f22d6c5d
2818f169,9f1aa6a8,b211d1ab
f69e9cf9,bf092f4e,8ffde239
2026858b,4be8a05d,be127c02
a0d9078c,fa521348,cd70b122
f101f41b,e3058a4a,a4f170ab
a9043b0,91297a1f,15e61a97
4798d733,fd384efa,e3a2316
d932b2c3,31615fa5,ab9748d8
81001852,5d8a6da9,d800238a
81efcf39,ce7dfe78,e05643f4
f98f9dd5,9adfb5c6,9bd59dc1
5d6e52eb,295ddbe0,d4ff0efd
f3c6fa0f,30d1c42a,3162844b
2b845b21,673cd479,19f5e4e0
88af2abe,11233465,5dbadf41
6f269fe,a38f2a4c,c52e9c82
3d8ce9d0,96ff9525,987dfb03
95bebbc7,8e7c3b18,27ebcdb4
b61126f5,1f1759a1,dccbecdd
f6d0b480,a01ab4a5,f2683028
77f3f73f,48c02c50,3810c84c
a0215da2,3eedb464,8e76c58e
5a7a6841,c567c38f,98b9d6c5
8a5c623a,d6b4eb7f,a6ff9cb5
3d4d4aa4,c5fa23f,650f9689
d1c264a4,22709050,ea8a4cf9
633d6e8d,ad96b717,111481e
21b99ea6,7a9d8183,6d818304
3d76604e,1e6e97b3,a056d2d0
48ba7c56,8a027d5d,b9a30677
d8199f0e,6f6fbdd2,5cbdae1b
92e73020,f153143a,b4e5bb7e
3bbe6453,22e684d7,bdc00170
da40bccd,8d4a9cc3,19ae194b
d9e3d19,b19a03a0,6653ec8a
87c01636,40a1d985,e4f73c5b
eb155858,4d10053c,a20e6019
18bea939,9c71e3e1,f74a1b0b
d6fc7b6,bf619552,1fc6d1c2
15c58065,b003e38,152da672
3a7b862,25630877,a1a5d21a
35b19131,88e30c46,fa4330c
fe0bbc58,835c831f,c9550910
f7b7eaa7,2c7f2d6,a27802f1
ee6d0448,ce82bfb6,d247f213
b272b8f6,dfdf102c,9e8f2163
81fd9a23,64df52b1,850f5d91
f1d66602,3a9b383,cc5c2587
999df79b,91a086e9,f7589253
c0367c21,151a1ced,7e79da76
b5c3a43e,6ccf76c2,1a56e8db
31ef0c1a,b7b6d1e9,786f0fa1
ebe9c2d1,36b93990,1edcf2d5
209906de,fe829ac8,4adc3bd0
a9f12375,c79f8523,6988aa5
4cb72c02,2e51c8ae,861e42a4
b979224e,d993022b,8fc3fa99
b76af886,281ec66a,9c8f69ac
e0f8d8b5,b1e67535,a0f7e955
c40bdb75,29bbc3fc,139934a8
74d14245,57c27048,fcf1adea
67e6f39e,7842233,f70de793
d3d912ad,958f80d8,b2f1f18e
7a056ac,21f40b0f,bce3438f
889b54d,8e9e3796,7c8ffe81
168d468f,449cb7d9,f81f48c1
3ca02650,a569c4c6,3ef7b4aa
d043cc88,5dbabfe7,24f77d91
2b236817,d9b4f92f,a2045b27
2f724c84,f66ee630,5b932a06
10dee1ba,3905dc0e,404cb449
1e537c75,4e8bd315,369244c5
8c9d67c6,c6237d73,c518c46c
11b9f67b,93a1b86d,a0fdb3d0
f7344607,660ffc1a,1de499c1
de900157,8dc3ea01,5088bcda
681ac0cc,ea4c7b36,4fd44400
27f311c9,c4c1b889,f9332f48
25969ee6,ebbf17b1,c7e5e7dc
643ac1c4,b1a08ce6,d20047a3
3cfacccf,7fc88757,b2677c1
62d699e6,9dff4dae,c7ca43c9
4441b94d,5ebab67,df699235
936a78c7,a6331d85,a2bc5bf8
48fb8ed5,b8ed5cd0,c177ee12
bf2ad3da,a3e4f5cf,b6b2d51f
4dc82367,bb1baefe,ac1e389
1f270e85,dc4b9c7b,1401e2e6
8307dae8,3a4e6c0e,5567068d
3398772b,568dddf3,62bc774b
cffbb1f1,f888344b,a7cdb851
598a4d2a,700160d7,a83366d0
416cf094,1835ab,82386014
71054f19,7321fddd,e041385e
a2da5c6c,b0f54303,7f4b05e8
1376f98f,f8fa9542,60ea9b46
158b83a1,42b93458,352502eb
fb98a9ef,353e9af6,a6c4c544
c1a95065,d6bc2652,4420d4f0
8702f8e0,ea063a49,9c456578
c654ac08,ef2fa066,ab1a5e6c
543c4d29,9d8db389,d4d802f1
67f2133,c0722975,78cb6f5c
777c8cea,34c754b3,320ece45
afe01c12,8b982099,5e58a86a
371aa588,2d6c2330,7645ea5a
5c6f7a59,171174bf,90ad808f
73129a0a,2a484780,a0581466
25b31e0f,3d5a4dbc,f9a3e159
52e89836,307c410f,27df03c5
74109d61,e7eb7840,e2d842c
fa271326,a265fcd9,c166aab8
b20e3816,48107efd,604fb1a0
fa5979d1,a19d1bdf,9beb6c6f
969a26b0,40fd4f9,789e13ff
5d599895,d0652675,4ccba6b1
f7109d8a,2745b2c8,6abd11a6
b809a6a9,64188f22,17eab9fd
8af4a38f,2b13479f,d123f12
633cdb54,def565b8,a3ba08b7
af8a5496,78ce2919,8ce53e9e
48898739,d67b6f84,5ca57a2d
e0504730,c73d2bda,7a150a19
26724001,d9cedb87,614443e6
d8a7f52b,971d7159,ad489e6f
a9dbd92c,79de8b5f,2b4525b4
8d3d574e,86ebe93c,fc496f20
6c8a37b6,d2c1f8a,ee3edf3d
d1986ed0,d496a213,ec67443f
8f4d603c,fd344031,3cf54970
4babfab1,1ca21b4e,35b71836
b26cefcb,b57b8db2,dfea2cbb
5b081e99,a3ff1543,6f7c39f3
768b21,a3bcdb04,e8f09e5e
cb7222b8,a3830b8f,a24d0f0b
bc0c2bce,b1e0a621,641d03a3
1acd52c,dfe1ce39,447408d9
e4098279,ae9b7aff,87e8db21
70c76a74,1cdb67c2,179e9389
769aa8d9,df54da72,f4c67042
27c87f9c,73bc1916,759ae7f8
c95ee558,72b4410c,813cd46a
e396f088,a7c9ae3,d4ea12ee
4720e101,d5e2361e,a3776c93
1a105ba3,b8d2b0ab,20782789
3de3e3db,6e83815e,80fa1c07
5f7a47eb,1d20c780,c7d00bbd
82cd2819,2aed1a68,8bd2bb48
6f9b8f27,29467d58,cdf83186
9fe130f4,9fb92c64,d087f7da
db82ab4,a9b10249,c4b387bc
72efb05f,72ccac2e,84c3a1b2
45fd4439,e14242b,7e5714c1
eae7567f,e618231e,a681a351
f1a9f39a,6b59acf9,81f809e9
51f29e1f,8288f415,af5b4a7c
34fee498,732711a6,9638d3
c900b7c4,3ef57c0,3deb9f9
91c94635,5b1dc74c,7f979ef2
30ee9ab6,3e65831b,79ffe7dc
28e55f3c,d7284c4b,1df173c3
a66540af,6c2776,460ca76d
e2a7e053,d7d63649,bacbe837
eba157a9,77465598,692956f2
10cdabdd,f96e7f1d,860e737e
c0b305b7,8158765a,e3ef8d69
88946312,5a3ed492,93253a9a
f75d7cac,cf6d6822,68bd4770
513bbd27,4a2d00aa,78a04738
c3b7a37,9ff4b860,c952f07a
132538e4,81f1db0b,82cc8de
f90d4e3,4175add9,a470b222
4691bef3,21542787,aa3a5eb2
8da23c58,a145a5af,9c4e11c2
c997ed5e,4bde4f0f,68b6bcba
9916eacb,4d04706e,43b9f90e
5f96574e,cd4e7901,e422ceae
92cbc70f,9cbfb9c7,dc8e48d2
87813a76,940983c1,f342cb25
e542d6f4,226ad182,5e529d29
188ba0c9,2f9d7564,35c9543e
d4675860,f173177,aec5e0e9
a2bd6e7c,83d905e2,20fcbb05
b5e9d9c7,a9bdcadd,5b6f22e4
9b8d20a2,cda9d892,888d5c95
ceac2e43,cf26013a,3078c007
4831f7f2,cd997326,dbfe15a0
35b12e2e,35b3eb33,63f7697f
ed0a1774,6167b8bd,2953b607
85b29424,d8ae2302,b2e38869
95a155f9,360595d5,1637b88a
fa7c9160,e76f1d64,c41ad58c
eea09563,bc8988e3,42e0d27c
857cb8a3,153c0da,f7d1bfa4
b169d40c,8b592801,26215652
c7a9ec8e,9e1fb6a7,2d6ac9fd
fe475ea7,98a5f81,1f2d6580
3e6217ab,3d07e284,52c90d6f
b52f58dd,495e0721,381ac27
82e124bf,9dde5643,6446df77
200b2ab2,55171a36,86060aa
51ca52b6,94e1571f,fc975bcf
c48ad21,b2fb493a,b00396b3
c76d7f1c,c21a1a36,aa61cd06
47bc96e,8562f8c9,57c0e43a
14a84fc9,84d9e2a7,12a504a
